hand,position,action,win_rate,player_count,simulations_run,expected_value,confidence_interval_low,confidence_interval_high,in_range
86o,UTG1,opening_raise,0.075846,9,500000,0.000000,0.075112,0.076580,false
65o,UTG1,opening_raise,0.075326,9,500000,0.000000,0.074594,0.076058,false
76o,UTG1,opening_raise,0.074792,9,500000,0.000000,0.074063,0.075521,false
75o,UTG1,opening_raise,0.072824,9,500000,0.000000,0.072104,0.073544,false
Q6o,UTG1,opening_raise,0.071670,9,500000,0.000000,0.070955,0.072385,false
53o,UTG1,opening_raise,0.071148,9,500000,0.000000,0.070435,0.071861,false
96o,UTG1,opening_raise,0.070212,9,500000,0.000000,0.069504,0.070920,false
Q5o,UTG1,opening_raise,0.068454,9,500000,0.000000,0.067754,0.069154,false
64o,UTG1,opening_raise,0.068368,9,500000,0.000000,0.067668,0.069068,false
Q2o,UTG1,opening_raise,0.068026,9,500000,0.000000,0.067328,0.068724,false
Q4o,UTG1,opening_raise,0.067612,9,500000,0.000000,0.066916,0.068308,false
Q3o,UTG1,opening_raise,0.067224,9,500000,0.000000,0.066530,0.067918,false
43o,UTG1,opening_raise,0.067010,9,500000,0.000000,0.066317,0.067703,false
85o,UTG1,opening_raise,0.066954,9,500000,0.000000,0.066261,0.067647,false
T6o,UTG1,opening_raise,0.066454,9,500000,0.000000,0.065764,0.067144,false
J6o,UTG1,opening_raise,0.063528,9,500000,0.000000,0.062852,0.064204,false
74o,UTG1,opening_raise,0.062710,9,500000,0.000000,0.062038,0.063382,false
52o,UTG1,opening_raise,0.061802,9,500000,0.000000,0.061135,0.062469,false
J5o,UTG1,opening_raise,0.061700,9,500000,0.000000,0.061033,0.062367,false
95o,UTG1,opening_raise,0.060658,9,500000,0.000000,0.059996,0.061320,false
J4o,UTG1,opening_raise,0.060496,9,500000,0.000000,0.059835,0.061157,false
42o,UTG1,opening_raise,0.060370,9,500000,0.000000,0.059710,0.061030,false
J3o,UTG1,opening_raise,0.059694,9,500000,0.000000,0.059037,0.060351,false
J2o,UTG1,opening_raise,0.059254,9,500000,0.000000,0.058600,0.059908,false
32o,UTG1,opening_raise,0.058232,9,500000,0.000000,0.057583,0.058881,false
63o,UTG1,opening_raise,0.057708,9,500000,0.000000,0.057062,0.058354,false
84o,UTG1,opening_raise,0.057006,9,500000,0.000000,0.056363,0.057649,false
T5o,UTG1,opening_raise,0.055928,9,500000,0.000000,0.055291,0.056565,false
T4o,UTG1,opening_raise,0.054368,9,500000,0.000000,0.053740,0.054996,false
T3o,UTG1,opening_raise,0.054222,9,500000,0.000000,0.053594,0.054850,false
T2o,UTG1,opening_raise,0.053464,9,500000,0.000000,0.052840,0.054088,false
73o,UTG1,opening_raise,0.052946,9,500000,0.000000,0.052325,0.053567,false
94o,UTG1,opening_raise,0.051552,9,500000,0.000000,0.050939,0.052165,false
93o,UTG1,opening_raise,0.050352,9,500000,0.000000,0.049746,0.050958,false
92o,UTG1,opening_raise,0.049028,9,500000,0.000000,0.048429,0.049627,false
62o,UTG1,opening_raise,0.048768,9,500000,0.000000,0.048171,0.049365,false
83o,UTG1,opening_raise,0.048114,9,500000,0.000000,0.047521,0.048707,false
82o,UTG1,opening_raise,0.046900,9,500000,0.000000,0.046314,0.047486,false
72o,UTG1,opening_raise,0.044204,9,500000,0.000000,0.043634,0.044774,false
