hand,position,action,win_rate,player_count,simulations_run,expected_value,confidence_interval_low,confidence_interval_high,in_range
T9o,CO,opening_raise,0.155471,6,1000000,0.000000,0.154761,0.156181,false
86s,CO,opening_raise,0.154444,6,1000000,0.000000,0.153736,0.155152,true
K8o,CO,opening_raise,0.152726,6,1000000,0.000000,0.152021,0.153431,false
76s,CO,opening_raise,0.152458,6,1000000,0.000000,0.151753,0.153163,true
96s,CO,opening_raise,0.151324,6,1000000,0.000000,0.150622,0.152026,false
J6s,CO,opening_raise,0.150763,6,1000000,0.000000,0.150062,0.151464,false
Q8o,CO,opening_raise,0.150743,6,1000000,0.000000,0.150042,0.151444,false
54s,CO,opening_raise,0.150596,6,1000000,0.000000,0.149895,0.151297,true
65s,CO,opening_raise,0.150025,6,1000000,0.000000,0.149325,0.150725,true
98o,CO,opening_raise,0.149946,6,1000000,0.000000,0.149246,0.150646,false
T6s,CO,opening_raise,0.149593,6,1000000,0.000000,0.148894,0.150292,false
J8o,CO,opening_raise,0.148662,6,1000000,0.000000,0.147965,0.149359,false
J5s,CO,opening_raise,0.148531,6,1000000,0.000000,0.147834,0.149228,false
75s,CO,opening_raise,0.148146,6,1000000,0.000000,0.147450,0.148842,true
T8o,CO,opening_raise,0.148026,6,1000000,0.000000,0.147330,0.148722,false
J4s,CO,opening_raise,0.147225,6,1000000,0.000000,0.146531,0.147919,false
J3s,CO,opening_raise,0.145794,6,1000000,0.000000,0.145102,0.146486,false
J2s,CO,opening_raise,0.144810,6,1000000,0.000000,0.144120,0.145500,false
K7o,CO,opening_raise,0.144448,6,1000000,0.000000,0.143759,0.145137,false
85s,CO,opening_raise,0.144103,6,1000000,0.000000,0.143415,0.144791,false
53s,CO,opening_raise,0.141440,6,1000000,0.000000,0.140757,0.142123,false
64s,CO,opening_raise,0.140619,6,1000000,0.000000,0.139938,0.141300,false
95s,CO,opening_raise,0.139987,6,1000000,0.000000,0.139307,0.140667,false
T5s,CO,opening_raise,0.138528,6,1000000,0.000000,0.137851,0.139205,false
43s,CO,opening_raise,0.137549,6,1000000,0.000000,0.136874,0.138224,false
T4s,CO,opening_raise,0.137424,6,1000000,0.000000,0.136749,0.138099,false
K6o,CO,opening_raise,0.136709,6,1000000,0.000000,0.136036,0.137382,false
74s,CO,opening_raise,0.136018,6,1000000,0.000000,0.135346,0.136690,false
T3s,CO,opening_raise,0.135877,6,1000000,0.000000,0.135205,0.136549,false
T2s,CO,opening_raise,0.134509,6,1000000,0.000000,0.133840,0.135178,false
K5o,CO,opening_raise,0.133497,6,1000000,0.000000,0.132830,0.134164,false
84s,CO,opening_raise,0.132625,6,1000000,0.000000,0.131960,0.133290,false
87o,CO,opening_raise,0.132043,6,1000000,0.000000,0.131379,0.132707,false
K4o,CO,opening_raise,0.131005,6,1000000,0.000000,0.130344,0.131666,false
52s,CO,opening_raise,0.130362,6,1000000,0.000000,0.129702,0.131022,false
K3o,CO,opening_raise,0.130265,6,1000000,0.000000,0.129605,0.130925,false
K2o,CO,opening_raise,0.129779,6,1000000,0.000000,0.129120,0.130438,false
63s,CO,opening_raise,0.128922,6,1000000,0.000000,0.128265,0.129579,false
Q7o,CO,opening_raise,0.128612,6,1000000,0.000000,0.127956,0.129268,false
42s,CO,opening_raise,0.128514,6,1000000,0.000000,0.127858,0.129170,false
94s,CO,opening_raise,0.128401,6,1000000,0.000000,0.127745,0.129057,false
97o,CO,opening_raise,0.128299,6,1000000,0.000000,0.127644,0.128954,false
93s,CO,opening_raise,0.127705,6,1000000,0.000000,0.127051,0.128359,false
92s,CO,opening_raise,0.126279,6,1000000,0.000000,0.125628,0.126930,false
32s,CO,opening_raise,0.126101,6,1000000,0.000000,0.125450,0.126752,false
T7o,CO,opening_raise,0.125856,6,1000000,0.000000,0.125206,0.126506,false
J7o,CO,opening_raise,0.125573,6,1000000,0.000000,0.124924,0.126222,false
73s,CO,opening_raise,0.125019,6,1000000,0.000000,0.124371,0.125667,false
Q6o,CO,opening_raise,0.122543,6,1000000,0.000000,0.121900,0.123186,false
83s,CO,opening_raise,0.122181,6,1000000,0.000000,0.121539,0.122823,false
82s,CO,opening_raise,0.120844,6,1000000,0.000000,0.120205,0.121483,false
62s,CO,opening_raise,0.118759,6,1000000,0.000000,0.118125,0.119393,false
Q5o,CO,opening_raise,0.118709,6,1000000,0.000000,0.118075,0.119343,false
Q4o,CO,opening_raise,0.116783,6,1000000,0.000000,0.116154,0.117412,false
86o,CO,opening_raise,0.116040,6,1000000,0.000000,0.115412,0.116668,false
Q3o,CO,opening_raise,0.115250,6,1000000,0.000000,0.114624,0.115876,false
Q2o,CO,opening_raise,0.114980,6,1000000,0.000000,0.114355,0.115605,false
72s,CO,opening_raise,0.114859,6,1000000,0.000000,0.114234,0.115484,false
76o,CO,opening_raise,0.114835,6,1000000,0.000000,0.114210,0.115460,false
54o,CO,opening_raise,0.112397,6,1000000,0.000000,0.111778,0.113016,false
96o,CO,opening_raise,0.111102,6,1000000,0.000000,0.110486,0.111718,false
65o,CO,opening_raise,0.111078,6,1000000,0.000000,0.110462,0.111694,false
J6o,CO,opening_raise,0.109793,6,1000000,0.000000,0.109180,0.110406,false
T6o,CO,opening_raise,0.109265,6,1000000,0.000000,0.108654,0.109876,false
75o,CO,opening_raise,0.108210,6,1000000,0.000000,0.107601,0.108819,false
J5o,CO,opening_raise,0.106652,6,1000000,0.000000,0.106047,0.107257,false
J4o,CO,opening_raise,0.104983,6,1000000,0.000000,0.104382,0.105584,false
85o,CO,opening_raise,0.103698,6,1000000,0.000000,0.103100,0.104296,false
J3o,CO,opening_raise,0.103230,6,1000000,0.000000,0.102634,0.103826,false
J2o,CO,opening_raise,0.102306,6,1000000,0.000000,0.101712,0.102900,false
53o,CO,opening_raise,0.101762,6,1000000,0.000000,0.101169,0.102355,false
64o,CO,opening_raise,0.100265,6,1000000,0.000000,0.099676,0.100854,false
95o,CO,opening_raise,0.099342,6,1000000,0.000000,0.098756,0.099928,false
43o,CO,opening_raise,0.097216,6,1000000,0.000000,0.096635,0.097797,false
T5o,CO,opening_raise,0.096723,6,1000000,0.000000,0.096144,0.097302,false
74o,CO,opening_raise,0.096236,6,1000000,0.000000,0.095658,0.096814,false
T4o,CO,opening_raise,0.095033,6,1000000,0.000000,0.094458,0.095608,false
T3o,CO,opening_raise,0.092955,6,1000000,0.000000,0.092386,0.093524,false
84o,CO,opening_raise,0.091541,6,1000000,0.000000,0.090976,0.092106,false
T2o,CO,opening_raise,0.091360,6,1000000,0.000000,0.090795,0.091925,false
52o,CO,opening_raise,0.091058,6,1000000,0.000000,0.090494,0.091622,false
63o,CO,opening_raise,0.088503,6,1000000,0.000000,0.087946,0.089060,false
42o,CO,opening_raise,0.088085,6,1000000,0.000000,0.087529,0.088641,false
94o,CO,opening_raise,0.086824,6,1000000,0.000000,0.086272,0.087376,false
93o,CO,opening_raise,0.084771,6,1000000,0.000000,0.084225,0.085317,false
32o,CO,opening_raise,0.084668,6,1000000,0.000000,0.084122,0.085214,false
92o,CO,opening_raise,0.083751,6,1000000,0.000000,0.083208,0.084294,false
73o,CO,opening_raise,0.083424,6,1000000,0.000000,0.082882,0.083966,false
83o,CO,opening_raise,0.079954,6,1000000,0.000000,0.079422,0.080486,false
82o,CO,opening_raise,0.077955,6,1000000,0.000000,0.077430,0.078480,false
62o,CO,opening_raise,0.076880,6,1000000,0.000000,0.076358,0.077402,false
72o,CO,opening_raise,0.072383,6,1000000,0.000000,0.071875,0.072891,false
