hand,position,action,win_rate,player_count,simulations_run,expected_value,confidence_interval_low,confidence_interval_high,in_range
K7s,BTN,4_bet,0.127340,9,500000,0.000000,0.126416,0.128264,false
K6s,BTN,4_bet,0.125286,9,500000,0.000000,0.124368,0.126204,false
87s,BTN,4_bet,0.124596,9,500000,0.000000,0.123681,0.125511,false
ATo,BTN,4_bet,0.123588,9,500000,0.000000,0.122676,0.124500,false
K5s,BTN,4_bet,0.122516,9,500000,0.000000,0.121607,0.123425,false
97s,BTN,4_bet,0.121956,9,500000,0.000000,0.121049,0.122863,false
K2s,BTN,4_bet,0.121532,9,500000,0.000000,0.120626,0.122438,false
K4s,BTN,4_bet,0.121418,9,500000,0.000000,0.120513,0.122323,false
K3s,BTN,4_bet,0.121348,9,500000,0.000000,0.120443,0.122253,false
KJo,BTN,4_bet,0.118230,9,500000,0.000000,0.117335,0.119125,false
T7s,BTN,4_bet,0.117586,9,500000,0.000000,0.116693,0.118479,false
Q7s,BTN,4_bet,0.117054,9,500000,0.000000,0.116163,0.117945,false
QJo,BTN,4_bet,0.115594,9,500000,0.000000,0.114708,0.116480,false
54s,BTN,4_bet,0.115012,9,500000,0.000000,0.114128,0.115896,false
J7s,BTN,4_bet,0.114868,9,500000,0.000000,0.113984,0.115752,false
Q6s,BTN,4_bet,0.113728,9,500000,0.000000,0.112848,0.114608,false
86s,BTN,4_bet,0.113516,9,500000,0.000000,0.112637,0.114395,false
A9o,BTN,4_bet,0.112956,9,500000,0.000000,0.112079,0.113833,false
Q5s,BTN,4_bet,0.112484,9,500000,0.000000,0.111608,0.113360,false
65s,BTN,4_bet,0.112348,9,500000,0.000000,0.111473,0.113223,false
76s,BTN,4_bet,0.111744,9,500000,0.000000,0.110871,0.112617,false
Q4s,BTN,4_bet,0.111452,9,500000,0.000000,0.110580,0.112324,false
Q2s,BTN,4_bet,0.110644,9,500000,0.000000,0.109774,0.111514,false
Q3s,BTN,4_bet,0.110146,9,500000,0.000000,0.109278,0.111014,false
75s,BTN,4_bet,0.109640,9,500000,0.000000,0.108774,0.110506,false
96s,BTN,4_bet,0.109612,9,500000,0.000000,0.108746,0.110478,false
A2o,BTN,4_bet,0.107734,9,500000,0.000000,0.106875,0.108593,false
A3o,BTN,4_bet,0.107072,9,500000,0.000000,0.106215,0.107929,false
53s,BTN,4_bet,0.106674,9,500000,0.000000,0.105818,0.107530,false
QTo,BTN,4_bet,0.106668,9,500000,0.000000,0.105812,0.107524,false
A4o,BTN,4_bet,0.106666,9,500000,0.000000,0.105810,0.107522,false
A5o,BTN,4_bet,0.106654,9,500000,0.000000,0.105798,0.107510,false
T6s,BTN,4_bet,0.105608,9,500000,0.000000,0.104756,0.106460,false
KTo,BTN,4_bet,0.105146,9,500000,0.000000,0.104296,0.105996,false
A8o,BTN,4_bet,0.105036,9,500000,0.000000,0.104186,0.105886,false
85s,BTN,4_bet,0.104824,9,500000,0.000000,0.103975,0.105673,false
64s,BTN,4_bet,0.104596,9,500000,0.000000,0.103748,0.105444,false
JTo,BTN,4_bet,0.104442,9,500000,0.000000,0.103594,0.105290,false
J6s,BTN,4_bet,0.104236,9,500000,0.000000,0.103389,0.105083,false
43s,BTN,4_bet,0.103776,9,500000,0.000000,0.102931,0.104621,false
J5s,BTN,4_bet,0.102558,9,500000,0.000000,0.101717,0.103399,false
J2s,BTN,4_bet,0.102338,9,500000,0.000000,0.101498,0.103178,false
J4s,BTN,4_bet,0.102236,9,500000,0.000000,0.101396,0.103076,false
J3s,BTN,4_bet,0.101692,9,500000,0.000000,0.100854,0.102530,false
98o,BTN,4_bet,0.101610,9,500000,0.000000,0.100773,0.102447,false
A7o,BTN,4_bet,0.101094,9,500000,0.000000,0.100258,0.101930,false
T9o,BTN,4_bet,0.100882,9,500000,0.000000,0.100047,0.101717,false
74s,BTN,4_bet,0.100338,9,500000,0.000000,0.099505,0.101171,false
95s,BTN,4_bet,0.099280,9,500000,0.000000,0.098451,0.100109,false
52s,BTN,4_bet,0.098564,9,500000,0.000000,0.097738,0.099390,false
J9o,BTN,4_bet,0.098188,9,500000,0.000000,0.097363,0.099013,false
Q9o,BTN,4_bet,0.098176,9,500000,0.000000,0.097351,0.099001,false
42s,BTN,4_bet,0.098152,9,500000,0.000000,0.097327,0.098977,false
K9o,BTN,4_bet,0.097212,9,500000,0.000000,0.096391,0.098033,false
T5s,BTN,4_bet,0.097140,9,500000,0.000000,0.096319,0.097961,false
T8o,BTN,4_bet,0.096054,9,500000,0.000000,0.095237,0.096871,false
A6o,BTN,4_bet,0.095982,9,500000,0.000000,0.095166,0.096798,false
63s,BTN,4_bet,0.095702,9,500000,0.000000,0.094887,0.096517,false
32s,BTN,4_bet,0.095626,9,500000,0.000000,0.094811,0.096441,false
T4s,BTN,4_bet,0.095216,9,500000,0.000000,0.094402,0.096030,false
84s,BTN,4_bet,0.095190,9,500000,0.000000,0.094377,0.096003,false
T2s,BTN,4_bet,0.094880,9,500000,0.000000,0.094068,0.095692,false
T3s,BTN,4_bet,0.094626,9,500000,0.000000,0.093815,0.095437,false
J8o,BTN,4_bet,0.093378,9,500000,0.000000,0.092571,0.094185,false
Q8o,BTN,4_bet,0.092106,9,500000,0.000000,0.091304,0.092908,false
73s,BTN,4_bet,0.091388,9,500000,0.000000,0.090589,0.092187,false
93s,BTN,4_bet,0.090744,9,500000,0.000000,0.089948,0.091540,false
94s,BTN,4_bet,0.090376,9,500000,0.000000,0.089581,0.091171,false
K8o,BTN,4_bet,0.089740,9,500000,0.000000,0.088948,0.090532,false
92s,BTN,4_bet,0.089410,9,500000,0.000000,0.088619,0.090201,false
87o,BTN,4_bet,0.088728,9,500000,0.000000,0.087940,0.089516,false
62s,BTN,4_bet,0.087584,9,500000,0.000000,0.086800,0.088368,false
82s,BTN,4_bet,0.086964,9,500000,0.000000,0.086183,0.087745,false
83s,BTN,4_bet,0.086508,9,500000,0.000000,0.085729,0.087287,false
K7o,BTN,4_bet,0.085982,9,500000,0.000000,0.085205,0.086759,false
72s,BTN,4_bet,0.084170,9,500000,0.000000,0.083400,0.084940,false
97o,BTN,4_bet,0.083480,9,500000,0.000000,0.082713,0.084247,false
K6o,BTN,4_bet,0.081170,9,500000,0.000000,0.080413,0.081927,false
K5o,BTN,4_bet,0.078922,9,500000,0.000000,0.078175,0.079669,false
54o,BTN,4_bet,0.078788,9,500000,0.000000,0.078041,0.079535,false
T7o,BTN,4_bet,0.078616,9,500000,0.000000,0.077870,0.079362,false
K2o,BTN,4_bet,0.078330,9,500000,0.000000,0.077585,0.079075,false
K4o,BTN,4_bet,0.078160,9,500000,0.000000,0.077416,0.078904,false
K3o,BTN,4_bet,0.077634,9,500000,0.000000,0.076892,0.078376,false
J7o,BTN,4_bet,0.076040,9,500000,0.000000,0.075305,0.076775,false
Q7o,BTN,4_bet,0.075982,9,500000,0.000000,0.075248,0.076716,false
86o,BTN,4_bet,0.075846,9,500000,0.000000,0.075112,0.076580,false
65o,BTN,4_bet,0.075326,9,500000,0.000000,0.074594,0.076058,false
76o,BTN,4_bet,0.074792,9,500000,0.000000,0.074063,0.075521,false
75o,BTN,4_bet,0.072824,9,500000,0.000000,0.072104,0.073544,false
Q6o,BTN,4_bet,0.071670,9,500000,0.000000,0.070955,0.072385,false
53o,BTN,4_bet,0.071148,9,500000,0.000000,0.070435,0.071861,false
96o,BTN,4_bet,0.070212,9,500000,0.000000,0.069504,0.070920,false
Q5o,BTN,4_bet,0.068454,9,500000,0.000000,0.067754,0.069154,false
64o,BTN,4_bet,0.068368,9,500000,0.000000,0.067668,0.069068,false
Q2o,BTN,4_bet,0.068026,9,500000,0.000000,0.067328,0.068724,false
Q4o,BTN,4_bet,0.067612,9,500000,0.000000,0.066916,0.068308,false
Q3o,BTN,4_bet,0.067224,9,500000,0.000000,0.066530,0.067918,false
43o,BTN,4_bet,0.067010,9,500000,0.000000,0.066317,0.067703,false
85o,BTN,4_bet,0.066954,9,500000,0.000000,0.066261,0.067647,false
T6o,BTN,4_bet,0.066454,9,500000,0.000000,0.065764,0.067144,false
J6o,BTN,4_bet,0.063528,9,500000,0.000000,0.062852,0.064204,false
74o,BTN,4_bet,0.062710,9,500000,0.000000,0.062038,0.063382,false
52o,BTN,4_bet,0.061802,9,500000,0.000000,0.061135,0.062469,false
J5o,BTN,4_bet,0.061700,9,500000,0.000000,0.061033,0.062367,false
95o,BTN,4_bet,0.060658,9,500000,0.000000,0.059996,0.061320,false
J4o,BTN,4_bet,0.060496,9,500000,0.000000,0.059835,0.061157,false
42o,BTN,4_bet,0.060370,9,500000,0.000000,0.059710,0.061030,false
J3o,BTN,4_bet,0.059694,9,500000,0.000000,0.059037,0.060351,false
J2o,BTN,4_bet,0.059254,9,500000,0.000000,0.058600,0.059908,false
32o,BTN,4_bet,0.058232,9,500000,0.000000,0.057583,0.058881,false
63o,BTN,4_bet,0.057708,9,500000,0.000000,0.057062,0.058354,false
84o,BTN,4_bet,0.057006,9,500000,0.000000,0.056363,0.057649,false
T5o,BTN,4_bet,0.055928,9,500000,0.000000,0.055291,0.056565,false
T4o,BTN,4_bet,0.054368,9,500000,0.000000,0.053740,0.054996,false
T3o,BTN,4_bet,0.054222,9,500000,0.000000,0.053594,0.054850,false
T2o,BTN,4_bet,0.053464,9,500000,0.000000,0.052840,0.054088,false
73o,BTN,4_bet,0.052946,9,500000,0.000000,0.052325,0.053567,false
94o,BTN,4_bet,0.051552,9,500000,0.000000,0.050939,0.052165,false
93o,BTN,4_bet,0.050352,9,500000,0.000000,0.049746,0.050958,false
92o,BTN,4_bet,0.049028,9,500000,0.000000,0.048429,0.049627,false
62o,BTN,4_bet,0.048768,9,500000,0.000000,0.048171,0.049365,false
83o,BTN,4_bet,0.048114,9,500000,0.000000,0.047521,0.048707,false
82o,BTN,4_bet,0.046900,9,500000,0.000000,0.046314,0.047486,false
72o,BTN,4_bet,0.044204,9,500000,0.000000,0.043634,0.044774,false
